State	StrainID	Species	Region
Alaska	yHKS635	Mrakia gelida	Arctic
Alaska	yHQL553	Metschnikowia viticola	Arctic
Alaska	yHQL531	Lecythophora sp.	Arctic
Alaska	yHKS627	Leotiomycetes sp.	Arctic
Alaska	yHKS625	Leotiomycetes sp.	Arctic
Alaska	yHKS637	Leotiomycetes sp.	Arctic
Alaska	yHKS565	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHQL471	Lachancea nothofagi	Arctic
Alaska	yHKS568	Candida sp.	Arctic
Alaska	yHQL413	Lecythophora sp.	Arctic
Alaska	yHKS634	Candida sake	Arctic
Alaska	yHKS555	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHQL470	Cephalosporium sp.	Arctic
Alaska	yHKS654	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHKS626	Leotiomycetes sp.	Arctic
Alaska	yHKS559	Leotiomycetes sp.	Arctic
Alaska	yHKS547	Leotiomycetes sp.	Arctic
Alaska	yHQL468	Tausonia pullulans	Arctic
Alaska	yHKS554	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHQL533	Lecythophora sp.	Arctic
Alaska	yHKS562	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHKS629	Candida sake	Arctic
Alaska	yHKS546	Leotiomycetes sp.	Arctic
Alaska	yHKS566	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHKS567	Candida sake	Arctic
Alaska	yHKS556	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHKS633	Leotiomycetes sp.	Arctic
Alaska	yHKS549	Curvibasidium cygneicollum	Arctic
Alaska	yHKS636	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHQL467	Peterozyma toletana	Arctic
Alaska	yHQL537	Coniochaeta hoffmannii	Arctic
Alaska	yHQL473	Cystofilobasidium sp.	Arctic
Alaska	yHKS553	Tremella encephala	Arctic
Alaska	yHKS638	Mrakia sp.	Arctic
Alaska	yHQL536	Lecythophora sp.	Arctic
Alaska	yHQL535	Lecythophora sp.	Arctic
Alaska	yHQL549	Talaromyces amestolkiae	Arctic
Alaska	yHKS564	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHKS548	Curvibasidium cygneicollum	Arctic
Alaska	yHKS557	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHQL552	Candida zeylanoides	Arctic
Alaska	yHKS558	Cadophora malorum	Arctic
Alaska	yHQL538	Rhodotorula mucilaginosa	Arctic
Alaska	yHKS563	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHQL550	Talaromyces amestolkiae	Arctic
Alaska	yHKS632	Mrakia sp.	Arctic
Alaska	yHKS552	Sydowia polyspora	Arctic
Alaska	yHKS630	Nakazawaea anatomiae/populi sp. complex	Arctic
Alaska	yHKS560	Wickerhamomyces anomalus	Arctic
Alaska	yHKS551	Sydowia polyspora	Arctic
Alaska	yHQL551	Scleroconidioma sphagnicola	Arctic
Alaska	yHQL534	Lecythophora sp.	Arctic
Alaska	yHQL472	Leucosporidium scottii	Arctic
Alaska	yHKS631	Leotiomycetes sp.	Arctic
Alaska	yHKB45	Candida sake	Arctic
Alaska	yHQL532	Lecythophora sp.	Arctic
Alaska	yHQL546	Teunomyces cretensis/kruisii complex	Arctic
Alaska	yHKS550	Sydowia polyspora	Arctic
Alaska	yHQL547	Scleroconidioma sphagnicola	Arctic
Arkansas	yHKB310	Saccharomyces cerevisiae	South
Arkansas	yHKB329	Meyerozyma caribbica	South
Arkansas	yHKB305	Saccharomyces cerevisiae	South
California	yHQL441	Candida sake	West
California	yHQL494	Lachancea sp.	West
California	yHQL432	Mrakiella cryoconiti	West
California	yHQL418	Saccharomyces paradoxus	West
California	yHQL336	Sugiyamaella chiloensis	West
California	yHQL419	Lachancea thermotolerans	West
California	yHQL495	Kwoniella heveanensis	West
California	yHQL449	Candida derodonti	West
California	yHQL435	Curvibasidium cygneicollum	West
California	yHQL333	Ogataea pini	West
California	yHQL450	Suhomyces tanzawaensis	West
California	yHQL443	Hanseniaspora valbyensis	West
California	yHQL440	Candida sake	West
California	yHQL434	Tausonia pullulans	West
California	yHQL322	Candida santamariae	West
California	yHQL417	Lachancea kluyveri	West
California	yHQL334	Lecythophora sp.	West
California	yHQL335	Lecythophora sp.	West
California	yHQL442	Saccharomyces paradoxus	West
California	yHQL447	Cystofilobasidium capitatum	West
California	yHQL329	Mrakia curviuscula	West
California	yHQL433	Rhodosporidium sp.	West
California	yHQL303	Geotrichum candidum	West
California	yHQL527	Candida sp.	West
California	yHQL452	Suhomyces tanzawaensis	West
California	yHQL415	Pichia pastoris	West
California	yHQL302	Nakazawaea holstii	West
California	yHQL437	Kodamaea meredithiae	West
California	yHQL438	Candida sp.	West
California	yHQL451	Candida sp.	West
California	yHQL300	Metschnikowia reukaufii	West
California	yHQL454	Candida santamariae	West
California	yHQL416	Torulaspora delbrueckii	West
California	yHQL436	Kodamaea meredithiae	West
California	yHQL439	Candida santamariae	West
California	yHQL299	Metschnikowia reukaufii	West
California	yHQL304	Geotrichum candidum	West
California	yHQL307	Nakazawaea holstii	West
California	yHQL330	Rhodotorula nothofagi	West
California	yHQL320	Candida silvanorum	West
California	yHQL496	Saccharomyces paradoxus	West
California	yHQL453	Teunomyces cretensis/kruisii complex	West
California	yHQL448	Suhomyces tanzawaensis	West
California	yHQL445	Candida santamariae	West
California	yHQL324	Candida santamariae	West
California	yHQL446	Candida santamariae	West
California	yHQL321	Hanseniaspora vineae	West
California	yHQL305	Metschnikowia pulcherrima sp. complex	West
California	yHQL301	Aureobasidium pullulans	West
California	yHQL444	Candida santamariae	West
California	yHQL323	Suhomyces tanzawaensis	West
Florida	yHKB22	Meyerozyma caribbica	Southeast
Florida	yHKB13	Candida sanyaensis	Southeast
Georgia	yHKB56	Pueraria montana	Southeast
Georgia	yHKB6	Cyberlindnera saturnus	Southeast
Georgia	yHKB2	Torulaspora delbrueckii	Southeast
Georgia	yHQL502	Meyerozyma caribbica	Southeast
Georgia	yHKB5	Saccharomyces cerevisiae	Southeast
Georgia	yHKB3	Kazachstania martiniae	Southeast
Georgia	yHKB7	Kazachstania martiniae	Southeast
Georgia	yHQL466	Torulaspora delbrueckii	Southeast
Illinois	yHQL352	Teunomyces carpophila	Ohio Valley
Illinois	yHRVM285	Mrakia blollopis	Ohio Valley
Illinois	yHQL380	Pichia kudriavzevii	Ohio Valley
Illinois	yHQL372	Candida pseudolambica	Ohio Valley
Illinois	yHRVM189	Kluyveromyces lactis	Ohio Valley
Illinois	yHQL390	Lachancea thermotolerans	Ohio Valley
Illinois	yHQL373	Torulaspora delbrueckii	Ohio Valley
Illinois	yHRVM286	Mrakia blollopis	Ohio Valley
Illinois	yHRVM163	Metschnikowia pulcherrima sp. complex	Ohio Valley
Illinois	yHRVM190	Torulaspora delbrueckii	Ohio Valley
Illinois	yHRVM239	Hanseniaspora sp.	Ohio Valley
Illinois	yHQL355	Hanseniaspora uvarum	Ohio Valley
Illinois	yHRVM143	Torulaspora delbrueckii	Ohio Valley
Illinois	yHKB384	Leucosporidium fellii	Ohio Valley
Illinois	yHQL347	Candida tropicalis	Ohio Valley
Illinois	yHKB89	Pichia manshurica	Ohio Valley
Illinois	yHRVM292	Metschnikowia pulcherrima sp. complex	Ohio Valley
Illinois	yHRVM214	Hanseniaspora uvarum	Ohio Valley
Illinois	yHRVM177	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL319	Candida railenensis	Ohio Valley
Illinois	yHQL356	Teunomyces carpophila	Ohio Valley
Illinois	yHQL342	Hanseniaspora uvarum	Ohio Valley
Illinois	yHRVM172	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL402	Sugiyamaella lignohabitans	Ohio Valley
Illinois	yHKB67	Pichia manshurica	Ohio Valley
Illinois	yHQL366	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL485	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL511	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL379	Pichia kudriavzevii	Ohio Valley
Illinois	yHQL351	Pichia fermentans	Ohio Valley
Illinois	yHRVM162	Torulaspora delbrueckii	Ohio Valley
Illinois	yHKB88	Kluyveromyces marxianus	Ohio Valley
Illinois	yHRVM222	Pichia manshurica	Ohio Valley
Illinois	yHQL488	Pichia fermentans	Ohio Valley
Illinois	yHQL484	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL364	Lachancea kluyveri	Ohio Valley
Illinois	yHQL397	Saturnispora zaruensis	Ohio Valley
Illinois	yHRVM220	Curvibasidium cygneicollum	Ohio Valley
Illinois	yHQL362	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL504	Papiliotrema flavescens	Ohio Valley
Illinois	yHKB90	Hanseniaspora uvarum	Ohio Valley
Illinois	yHRVM158	Torulaspora delbrueckii	Ohio Valley
Illinois	yHKB119	Pichia galeiformis	Ohio Valley
Illinois	yHQL489	Hanseniaspora uvarum	Ohio Valley
Illinois	yHRVM293	Mrakia blollopis	Ohio Valley
Illinois	yHKB163	Candida boidinii	Ohio Valley
Illinois	yHQL346	Saccharomyces cerevisiae	Ohio Valley
Illinois	yHRVM135	Candida tropicalis	Ohio Valley
Illinois	yHRVM291	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL360	Cyberlindnera jadinii	Ohio Valley
Illinois	yHRVM262	Rhodotorula fujisanensis	Ohio Valley
Illinois	yHQL507	Torulaspora delbrueckii	Ohio Valley
Illinois	yHRVM156	Hanseniaspora vineae	Ohio Valley
Illinois	yHKB396	Coniochaeta ligniaria	Ohio Valley
Illinois	yHQL398	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL363	Candida pseudolambica	Ohio Valley
Illinois	yHKB389	Dothiora sorbi	Ohio Valley
Illinois	yHRVM176	Saccharomyces cerevisiae	Ohio Valley
Illinois	yHQL349	Pichia kudriavzevii	Ohio Valley
Illinois	yHKB80	Kluyveromyces marxianus	Ohio Valley
Illinois	yHKB371	Rhodotorula kratochvilovae	Ohio Valley
Illinois	yHQL483	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL396	Cyberlindnera saturnus	Ohio Valley
Illinois	yHRVM169	Hanseniaspora uvarum	Ohio Valley
Illinois	yHRVM168	Hanseniaspora uvarum	Ohio Valley
Illinois	yHKB139	Kluyveromyces marxianus	Ohio Valley
Illinois	yHQL503	Teunomyces carpophila	Ohio Valley
Illinois	yHRVM204	Hanseniaspora osmophila	Ohio Valley
Illinois	yHQL348	Hanseniaspora uvarum	Ohio Valley
Illinois	yHQL486	Candida sake	Ohio Valley
Illinois	yHRVM191	Cyberlindnera sp.	Ohio Valley
Illinois	yHKB382	Cystofilobasidium capitatum	Ohio Valley
Illinois	yHQL344	Cyberlindnera saturnus	Ohio Valley
Illinois	yHKB116	Candida tropicalis	Ohio Valley
Illinois	yHRVM218	Rhodosporidiobolus colostri	Ohio Valley
Illinois	yHQL487	Candida pseudolambica	Ohio Valley
Illinois	yHKB152	Leucosporidium fellii	Ohio Valley
Illinois	yHQL354	Hanseniaspora uvarum	Ohio Valley
Illinois	yHQL479	Metschnikowia pulcherrima sp. complex	Ohio Valley
Illinois	yHKB77	Pichia sp.	Ohio Valley
Illinois	yHKB124	Pichia manshurica	Ohio Valley
Illinois	yHKB368	Goffeauzyma gastrica	Ohio Valley
Illinois	yHKB93	Candida boidinii	Ohio Valley
Illinois	yHQL374	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL353	Lachancea thermotolerans	Ohio Valley
Illinois	yHRVM180	Lachancea kluyveri	Ohio Valley
Illinois	yHQL395	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL393	Scheffersomyces ergatensis	Ohio Valley
Illinois	yHQL399	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL392	Scheffersomyces ergatensis	Ohio Valley
Illinois	yHQL391	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL358	Torulaspora delbrueckii	Ohio Valley
Illinois	yHQL476	Teunomyces carpophila	Ohio Valley
Illinois	yHKB86	Pichia sp.	Ohio Valley
Illinois	yHRVM215	Cystofilobasidium capitatum	Ohio Valley
Illinois	yHQL481	Hanseniaspora uvarum	Ohio Valley
Illinois	yHQL361	Kluyveromyces marxianus	Ohio Valley
Illinois	yHQL478	Papiliotrema flavescens	Ohio Valley
Illinois	yHQL394	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL376	Sugiyamaella smithiae	Ohio Valley
Illinois	yHRVM181	Kazachstania martiniae	Ohio Valley
Illinois	yHQL343	Wickerhamomyces anomalus	Ohio Valley
Illinois	yHQL474	Papiliotrema flavescens	Ohio Valley
Illinois	yHQL505	Wickerhamomyces anomalus	Ohio Valley
Illinois	yHRVM199	Cystofilobasidium capitatum	Ohio Valley
Illinois	yHQL368	Teunomyces carpophila	Ohio Valley
Illinois	yHRVM198	Cystofilobasidium capitatum	Ohio Valley
Illinois	yHQL512	Hanseniaspora uvarum	Ohio Valley
Illinois	yHQL403	Phialemoniopsis ocularis	Ohio Valley
Illinois	yHQL480	Teunomyces carpophila	Ohio Valley
Illinois	yHRVM284	Cystofilobasidium capitatum	Ohio Valley
Illinois	yHQL482	Scheffersomyces ergatensis	Ohio Valley
Illinois	yHQL369	Wickerhamomyces anomalus	Ohio Valley
Illinois	yHRVM216	Cystofilobasidium infirmominatum	Ohio Valley
Illinois	yHQL509	Candida vartiovaarae	Ohio Valley
Illinois	yHRVM265	Phaeoacremonium rubrigenum	Ohio Valley
Illinois	yHQL341	Schwanniomyces vanrijiae	Ohio Valley
Illinois	yHRVM264	Mrakia gelida	Ohio Valley
Illinois	yHQL359	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL375	Geotrichum candidum	Ohio Valley
Illinois	yHQL345	Cyberlindnera saturnus	Ohio Valley
Illinois	yHQL371	Saccharomyces cerevisiae	Ohio Valley
Illinois	yHQL506	Scheffersomyces ergatensis	Ohio Valley
Illinois	yHQL377	Wickerhamomyces anomalus	Ohio Valley
Illinois	yHQL340	Candida railenensis	Ohio Valley
Illinois	yHQL401	Sugiyamaella smithiae	Ohio Valley
Illinois	yHQL477	Mrakia gelida	Ohio Valley
Illinois	yHQL367	Meyerozyma caribbica	Ohio Valley
Illinois	yHQL370	Wickerhamomyces anomalus	Ohio Valley
Illinois	yHQL338	Candida railenensis	Ohio Valley
Illinois	yHQL510	Mrakia gelida	Ohio Valley
Illinois	yHQL319	Torulaspora delbrueckii	Ohio Valley
Illinois	yHRVM165	Kuraishia molischiana	Ohio Valley
Illinois	yHKB164	Cystofilobasidium macarens	Ohio Valley
Illinois	yHQL350	Geotrichum candidum	Ohio Valley
Illinois	yHQL357	Meyerozyma caribbica	Ohio Valley
Indiana	yHQL108	Hanseniaspora uvarum	Ohio Valley
Indiana	yHQL30	Hanseniaspora uvarum	Ohio Valley
Indiana	yHQL31	Hanseniaspora uvarum	Ohio Valley
Indiana	yHQL175	Rhodotorula glutinis	Ohio Valley
Indiana	yHQL58	Hanseniaspora uvarum	Ohio Valley
Indiana	yHQL167	Hanseniaspora uvarum	Ohio Valley
Indiana	yHQL49	Hanseniaspora uvarum	Ohio Valley
Indiana	yHQL72	Pichia fermentans	Ohio Valley
Indiana	yHQL174	Rhodotorula glutinis	Ohio Valley
Indiana	yHQL153	Metschnikowia pulcherrima sp. complex	Ohio Valley
Indiana	yHQL194	Hanseniaspora uvarum	Ohio Valley
Indiana	yHQL168	Holtermanniella festucosa	Ohio Valley
Indiana	yHQL73	Torulaspora delbrueckii	Ohio Valley
Iowa	yHMJ154	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ137	Mrakia sp.	Upper Midwest
Iowa	yHMJ97	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ149	Cryptococcus gastricus	Upper Midwest
Iowa	yHMJ182	Kwoniella heavenensis	Upper Midwest
Iowa	yHMJ110	Teunomyces carpophila	Upper Midwest
Iowa	yHMJ107	Mrakia sp.	Upper Midwest
Iowa	yHMJ167	Cryptococcus aquaticus	Upper Midwest
Iowa	yHMJ133	Mrakia sp.	Upper Midwest
Iowa	yHMJ126	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ129	Mrakia sp.	Upper Midwest
Iowa	yHMJ39	Teunomyces carpophila	Upper Midwest
Iowa	yHMJ151	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ135	Mrakia sp.	Upper Midwest
Iowa	yHMJ136	Mrakia sp.	Upper Midwest
Iowa	yHMJ92	Mrakia sp.	Upper Midwest
Iowa	yHMJ77	Mrakia robertii	Upper Midwest
Iowa	yHMJ138	Mrakia sp.	Upper Midwest
Iowa	yHMJ127	Mrakia sp.	Upper Midwest
Iowa	yHMJ174	Mrakia sp.	Upper Midwest
Iowa	yHMJ88	Mrakia blollopis	Upper Midwest
Iowa	yHKB439	Mrakia gelida	Upper Midwest
Iowa	yHMJ170	Mrakia sp.	Upper Midwest
Iowa	yHKB425	Candida sake	Upper Midwest
Iowa	yHKB440	Papiliotrema flavescens	Upper Midwest
Iowa	yHKB428	Candida sake	Upper Midwest
Iowa	yHMJ100	Tausonia pullulans	Upper Midwest
Iowa	yHMJ131	Mrakia sp.	Upper Midwest
Iowa	yHKB427	Candida sake	Upper Midwest
Iowa	yHMJ132	Mrakia sp.	Upper Midwest
Iowa	yHMJ37	Barnettozyma californica	Upper Midwest
Iowa	yHMJ93	Mrakia gelida	Upper Midwest
Iowa	yHMJ156	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ83	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ87	Mrakia sp.	Upper Midwest
Iowa	yHMJ98	Mrakia gelida	Upper Midwest
Iowa	yHMJ79	Mrakia sp.	Upper Midwest
Iowa	yHMJ81	Mrakia sp.	Upper Midwest
Iowa	yHMJ115	Mrakia gelida	Upper Midwest
Iowa	yHMJ172	Mrakia sp.	Upper Midwest
Iowa	yHMJ96	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ134	Mrakia sp.	Upper Midwest
Iowa	yHMJ29	Barnettozyma californica	Upper Midwest
Iowa	yHMJ139	Sporidiobolales sp.	Upper Midwest
Iowa	yHMJ82	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ119	Mrakia sp.	Upper Midwest
Iowa	yHMJ94	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ103	Mrakia gelida	Upper Midwest
Iowa	yHKB313	Candida intermedia	Upper Midwest
Iowa	yHMJ168	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ104	Mrakia gelida	Upper Midwest
Iowa	yHMJ95	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHKB316	Candida intermedia	Upper Midwest
Iowa	yHMJ101	Tausonia pullulans	Upper Midwest
Iowa	yHMJ187	Tausonia pullulans	Upper Midwest
Iowa	yHMJ84	Mrakia gelida	Upper Midwest
Iowa	yHMJ145	Mrakia gelida	Upper Midwest
Iowa	yHMJ102	Debaryomyces hansenii	Upper Midwest
Iowa	yHKB424	Candida sake	Upper Midwest
Iowa	yHMJ143	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ164	Cryptococcus aquaticus	Upper Midwest
Iowa	yHMJ86	Mrakia sp.	Upper Midwest
Iowa	yHMJ148	Mrakia sp.	Upper Midwest
Iowa	yHMJ186	Thelebolus sp.	Upper Midwest
Iowa	yHMJ157	Mrakia sp.	Upper Midwest
Iowa	yhMJ153	Mrakiella cryoconiti	Upper Midwest
Iowa	yHKB337	Candida railenensis	Upper Midwest
Iowa	yHMJ117	Mrakia gelida	Upper Midwest
Iowa	yHMJ90	Mrakia gelida	Upper Midwest
Iowa	yHMJ166	Curvibasidium cygneicollum	Upper Midwest
Iowa	yHMJ120	Mrakia sp.	Upper Midwest
Iowa	yHMJ116	Mrakia sp.	Upper Midwest
Iowa	yHMJ118	Mrakia sp.	Upper Midwest
Iowa	yHMJ76	Mrakia sp.	Upper Midwest
Iowa	yHMJ91	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ188	Kwoniella heavenensis	Upper Midwest
Iowa	yHMJ141	Mrakia sp.	Upper Midwest
Iowa	yHKB437	Tausonia pullulans	Upper Midwest
Iowa	yHMJ111	Mrakia sp.	Upper Midwest
Iowa	yHKB322	Candida sake	Upper Midwest
Iowa	yHMJ27	Wickerhamomyces anomalus	Upper Midwest
Iowa	yHMJ89	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ181	Mrakia sp.	Upper Midwest
Iowa	yHKB441	Papiliotrema flavescens	Upper Midwest
Iowa	yHMJ189	Mrakia gelida	Upper Midwest
Iowa	yHMJ180	Mrakia sp.	Upper Midwest
Iowa	yHMJ150	Cystofilobasidium macerans	Upper Midwest
Iowa	yHKB340	Candida railenensis	Upper Midwest
Iowa	yHMJ152	Mrakiella aquatica	Upper Midwest
Iowa	yHMJ185	Diozsegia sp.	Upper Midwest
Iowa	yHMJ109	Mrakia sp.	Upper Midwest
Iowa	yHKB339	Candida sake	Upper Midwest
Iowa	yHMJ165	Curvibasidium cygneicollum	Upper Midwest
Iowa	yHMJ113	Mrakia gelida	Upper Midwest
Iowa	yHMJ178	Mrakia sp.	Upper Midwest
Iowa	yHMJ140	Mrakia sp.	Upper Midwest
Iowa	yHKB338	Candida sake	Upper Midwest
Iowa	yHMJ78	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ146	Mrakia sp.	Upper Midwest
Iowa	yHMJ112	Kwoniella shandongensis	Upper Midwest
Iowa	yHMJ108	Mrakia sp.	Upper Midwest
Iowa	yHMJ179	Mrakia sp.	Upper Midwest
Iowa	yHMJ128	Mrakia gelida	Upper Midwest
Iowa	yHMJ85	Cystofilobasidium capitatum	Upper Midwest
Iowa	yHMJ183	Kwoniella shandongensis	Upper Midwest
Iowa	yHMJ28	Wickerhamomyces anomalus	Upper Midwest
Iowa	yHKB323	Candida sake	Upper Midwest
Iowa	yHKB321	Candida sake	Upper Midwest
Iowa	yhMJ155	Mrakia gelida	Upper Midwest
Iowa	yHMJ173	Mrakia sp.	Upper Midwest
Iowa	yHMJ99	Mrakia sp.	Upper Midwest
Iowa	yHMJ171	Mrakia sp.	Upper Midwest
Kentucky	yHKB61	Cyberlindnera saturnus	Ohio Valley
Kentucky	yHQL288	Kazachstania martiniae	Ohio Valley
Kentucky	yHQL287	Cyberlindnera saturnus	Ohio Valley
Kentucky	yHQL310	Torulaspora delbrueckii	Ohio Valley
Kentucky	yHKB12	Meyerozyma caribbica	Ohio Valley
Kentucky	yHKB4	Kazachstania martiniae	Ohio Valley
Kentucky	yHQL423	Cyberlindnera saturnus	Ohio Valley
Kentucky	yHQL309	Cyberlindnera saturnus	Ohio Valley
Kentucky	yHKB1	Cyberlindnera saturnus	Ohio Valley
Kentucky	yHQL490	Candida vartiovaarae	Ohio Valley
Louisiana	yHKB330	Rhodosporidiobolus poonsookiae	South
Louisiana	yHKB331	Rhodotorula paludigena	South
Louisiana	yHKB21	Candida pseudolambica	South
Louisiana	yHKB304	Cyberlindnera saturnus	South
Louisiana	yHKB16	Torulaspora delbrueckii	South
Louisiana	yHKB60	Candida melibiosica	South
Louisiana	yHKB432	Cyberlindnera saturnus	South
Louisiana	yHKB303	Cyberlindnera saturnus	South
Louisiana	yHKB54	Holtermanniella takashimae	South
Louisiana	yHKB320	Cyberlindnera saturnus	South
Louisiana	yHKB19	Nakazawaea holstii	South
Louisiana	yHKB328	Cyberlindnera saturnus	South
Louisiana	yHKB15	Candida jaroonii	South
Louisiana	yHKB327	Cyberlindnera saturnus	South
Louisiana	yHKB336	Meyerozyma caribbica	South
Louisiana	yHKB452	Cyberlindnera saturnus	South
Louisiana	yHKB20	Candida melibiosica	South
Louisiana	yHKB62	Cryptococcus victoriae	South
Louisiana	yHKB30	Kazachstania martiniae	South
Louisiana	yHKB14	Pichia manshurica	South
Louisiana	yHKB17	Trichosporon asahii	South
Louisiana	yHKB433	Cyberlindnera saturnus	South
Louisiana	yHKB18	Candida pseudolambica	South
Louisiana	yHKB58	Cystofilobasidium capitatum	South
Louisiana	yHKB59	Cystofilobasidium capitatum	South
Louisiana	yHKB47	Lachancea thermotolerans	South
Louisiana	yHKB444	Candida parapsilosis	South
Michigan	yHQL170	Candida nitratophila	Upper Midwest
Michigan	yHAB208	Cryptococcus sp.	Upper Midwest
Michigan	yHRVM24	Torulaspora delbrueckii	Upper Midwest
Michigan	yHAB181	Saturnispora zaruensis	Upper Midwest
Michigan	yHQL93	Hanseniaspora uvarum	Upper Midwest
Michigan	yHRVM20	Torulaspora delbrueckii	Upper Midwest
Michigan	yHRVM12	Rhodotorula glutinis	Upper Midwest
Michigan	yHKS722	Teunomyces cretensis/kruisii complex	Upper Midwest
Michigan	yHKS49	Kluyveromyces dobzhanskii	Upper Midwest
Michigan	yHKS29	Cryptococcus gastricus	Upper Midwest
Michigan	yHKS13	Kluyveromyces lactis	Upper Midwest
Michigan	yHQL144	Metschnikowia viticola	Upper Midwest
Michigan	yHAB228	Mrakia sp.	Upper Midwest
Michigan	yHQL182	Saccharomycopsis sp.	Upper Midwest
Michigan	yHRVM71	Cystofilobasidium capitatum	Upper Midwest
Michigan	yHKS12	Kluyveromyces lactis	Upper Midwest
Michigan	yHKS32	Cryptococcus gastricus	Upper Midwest
Michigan	yHAB183	Scheffersomyces shehatae	Upper Midwest
Michigan	yHQL89	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB204	Saccharomyces paradoxus	Upper Midwest
Michigan	yHKS732	Mrakia gelida	Upper Midwest
Michigan	yHRVM38	Candida mycetangii	Upper Midwest
Michigan	yHKB438	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHKB456	Curvibasidium cygneicollum	Upper Midwest
Michigan	yHAB224	Mrakia sp.	Upper Midwest
Michigan	yHAB215	Suhomyces bolitotheri	Upper Midwest
Michigan	yHQL74	Pichia fermentans	Upper Midwest
Michigan	yHQL33	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL159	Candida boleticola	Upper Midwest
Michigan	yHQL61	Scheffersomyces ergatensis	Upper Midwest
Michigan	yHKS18	Ogataea naganishii	Upper Midwest
Michigan	yHKB353	Lachancea thermotolerans	Upper Midwest
Michigan	yHQL34	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS4	Kluyveromyces dobzhanskii	Upper Midwest
Michigan	yHKS38	Mrakia gelida	Upper Midwest
Michigan	yHKS1	Kluyveromyces lactis	Upper Midwest
Michigan	yHKB460	Candida railenensis	Upper Midwest
Michigan	yHAB233	Mrakia sp.	Upper Midwest
Michigan	yHQL38	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKS14	Kluyveromyces lactis	Upper Midwest
Michigan	yHQL60	Candida nitratophila	Upper Midwest
Michigan	yHAB187	Zygosaccharomyces florentinus	Upper Midwest
Michigan	yHQL157	Candida mycetangii	Upper Midwest
Michigan	yHQL135	Candida nitratophila	Upper Midwest
Michigan	yHKB350	Lachancea thermotolerans	Upper Midwest
Michigan	yHAB226	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKB349	Cryptococcus pinus	Upper Midwest
Michigan	yHAB193	Lachancea kluyveri	Upper Midwest
Michigan	yHQL166	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB173	Hanseniaspora uvarum	Upper Midwest
Michigan	yHAB194	Candida boleticola	Upper Midwest
Michigan	yHQL69	Hanseniaspora uvarum	Upper Midwest
Michigan	yHQL64	Hanseniaspora uvarum	Upper Midwest
Michigan	yHKB351	Candida albicans	Upper Midwest
Michigan	yHKB343	Lachancea thermotolerans	Upper Midwest
Michigan	yHQL104	Metschnikowia pulcherrima sp. complex	Upper Midwest
Michigan	yHQL139	Metschnikowia pulcherrima sp. complex	Upper Midwest
