IsoTemp	Yeast_sp	pval	Observed	Expected	Difference	BH_Padj
10	Hanseniaspora vineae	0.7132	9	9.9175	-0.9175	0.875201108033241
10	Suhomyces tanzawaensis	0.7413	1	1.0992	-0.0992	0.898519565217391
10	Groenewaldozyma salmanticensis	0.7423	1	1.0969	-0.0969	0.898519565217391
10	Meyerozyma guilliermondii	0.7432	1	1.0918	-0.0918000000000001	0.898519565217391
10	Scheffersomyces cyptocercus	0.7436	1	1.0975	-0.0974999999999999	0.898519565217391
10	Candida savonica	0.7458	1	1.1014	-0.1014	0.898519565217391
10	Kazachstania kunashirensis	0.7461	1	1.0973	-0.0972999999999999	0.898519565217391
10	Zygosaccharomyces florentinus	0.7464	1	1.0979	-0.0979000000000001	0.898519565217391
10	Lachancea quebecensis	0.7498	1	1.1021	-0.1021	0.900166395663957
10	Nakazawaea molendini-olei	0.7532	1	1.1191	-0.1191	0.901804324324324
30	Pichia kluyveri	0.776	1	1.2937	-0.2937	0.92565564516129
30	Metschnikowia reukaufii	0.7773	1	1.2986	-0.2986	0.92565564516129
22	Vanrija humicola	0.7806	2	2.5484	-0.5484	0.927093297587131
22	Barnettozyma californica	0.7864	2	2.5845	-0.5845	0.927354521276596
22	Scheffersomyces spartinae	0.7864	1	1.2935	-0.2935	0.927354521276596
22	Lachancea nothofagi	0.7871	1	1.2844	-0.2844	0.927354521276596
22	Candida vartiovaarae	0.7917	1	1.2927	-0.2927	0.928424867724868
22	Wickerhamomyces onychis	0.7922	1	1.288	-0.288	0.928424867724868
10	Nakazawaea anatomiae/populi sp. complex	0.8165	5	6.2872	-1.2872	0.954378627968338
4	Metschnikowia pulcherrima sp. complex	0.8304	2	3.1202	-1.1202	0.960634625322997
22	Debaryomyces hansenii	0.8336	2	2.882	-0.882	0.960634625322997
30	Cryptococcus gastricus	0.8338	1	1.5623	-0.5623	0.960634625322997
30	Rhodosporidiobolus colostri	0.8357	1	1.5562	-0.5562	0.960634625322997
10	Zygowilliopsis californica	0.8384	1	1.4712	-0.4712	0.960634625322997
10	Lachancea thermotolerans/quebecensis	0.8386	1	1.462	-0.462	0.960634625322997
22	Cryptococcus sp.	0.8389	2	2.8996	-0.8996	0.960634625322997
10	Wickerhamomyces onychis	0.8392	1	1.4663	-0.4663	0.960634625322997
10	Mrakiella cryoconiti	0.8421	1	1.4743	-0.4743	0.961469845360825
22	Candida mycetangii	0.8489	1	1.5924	-0.5924	0.965220153061224
22	Cyberlindnera veronae	0.8512	1	1.6057	-0.6057	0.965220153061224
22	Pichia kluyveri	0.854	1	1.6195	-0.6195	0.965220153061224
22	Geotrichum candidum	0.8541	1	1.5954	-0.5954	0.965220153061224
22	Papiliotrema flavescens	0.8573	1	1.6157	-0.6157	0.966371246819338
30	Candida sp.	0.8634	2	3.1304	-1.1304	0.970777157360406
30	Hanseniaspora vineae	0.8729	5	7.0652	-2.0652	0.974822055137845
30	Candida pseudoglaebosa	0.8759	1	1.8242	-0.8242	0.974822055137845
22	Kluyveromyces marxianus	0.8773	3	4.5157	-1.5157	0.974822055137845
10	Aureobasidium pullulans	0.8778	3	4.4235	-1.4235	0.974822055137845
22	Pichia kudriavzevii	0.878	2	3.2077	-1.2077	0.974822055137845
4	Candida railenensis	0.8841	1	2.108	-1.108	0.97914075
10	Pichia fermentans	0.8921	4	5.8619	-1.8619	0.984848507462687
10	Hanseniaspora uvarum	0.8937	26	30.8817	-4.8817	0.984848507462687
10	Cyberlindnera veronae	0.8987	1	1.8528	-0.8528	0.987100495049505
10	Candida mycetangii	0.9002	1	1.8488	-0.8488	0.987100495049505
10	Pichia membranifaciens	0.9025	2	3.3318	-1.3318	0.987179012345679
22	Nakazawaea holstii	0.9093	4	6.1267	-2.1267	0.99216724137931
10	Candida boleticola	0.9299	2	3.6625	-1.6625	1
30	Cryptococcus sp.	0.9342	1	2.3444	-1.3444	1
22	Teunomyces carpophila	0.9348	1	2.2755	-1.2755	1
10	Schwanniomyces polymorphus	0.9349	1	2.202	-1.202	1
10	Cryptococcus pinus	0.9375	1	2.217	-1.217	1
22	Candida pseudoglaebosa	0.938	1	2.2434	-1.2434	1
30	Kazachstania servazzii	0.9388	1	2.3593	-1.3593	1
30	Kluyveromyces dobzhanskii	0.9399	3	5.4676	-2.4676	1
22	Curvibasidium cygneicollum	0.945	4	6.7908	-2.7908	1
22	Lachancea kluyveri	0.9547	5	8.3124	-3.3124	1
22	Metschnikowia pulcherrima sp. complex	0.9653	14	19.9	-5.9	1
22	Candida pseudolambica	0.9683	1	2.8895	-1.8895	1
22	Pichia membranifaciens	0.9693	1	2.8884	-1.8884	1
22	Leucosporidium scottii	0.9701	1	2.8835	-1.8835	1
10	Wickerhamomyces anomalus	0.9714	4	7.3753	-3.3753	1
10	Cyberlindnera saturnus	0.9772	10	15.4388	-5.4388	1
10	Suhomyces bolitotheri	0.9777	2	4.7949	-2.7949	1
10	Metschnikowia pulcherrima sp. complex	0.978	16	22.7934	-6.7934	1
10	Candida pseudolambica	0.9837	1	3.3182	-2.3182	1
10	Debaryomyces hansenii	0.9847	1	3.3064	-2.3064	1
22	Tausonia pullulans	0.9856	1	3.5388	-2.5388	1
10	Kazachstania servazzii	0.9859	1	3.3204	-2.3204	1
10	Pichia kudriavzevii	0.9897	1	3.6621	-2.6621	1
30	Scheffersomyces ergatensis	0.9976	1	4.9853	-3.9853	1
22	Candida sake	0.9977	6	13.4764	-7.4764	1
10	Kluyveromyces lactis	0.9984	5	12.1603	-7.1603	1
10	Meyerozyma caribbica	0.9984	2	7.0258	-5.0258	1
30	Teunomyces cretensis/kruisii complex	0.9986	1	5.7627	-4.7627	1
10	Lachancea thermotolerans	0.9993	6	14.3068	-8.3068	1
30	Candida railenensis	0.9995	3	10.9261	-7.9261	1
10	Lachancea kluyveri	0.9999	2	9.613	-7.613	1
10	Torulaspora delbrueckii	0.9999	27	47.045	-20.045	1
10	Kazachstania martiniae	1	1	15.4725	-14.4725	1
10	Saccharomyces cerevisiae	1	1	9.2359	-8.2359	1
10	Saccharomyces paradoxus	1	6	18.8269	-12.8269	1
22	Cystofilobasidium capitatum	1	1	22.4947	-21.4947	1
30	Candida sake	1	1	10.9632	-9.9632	1
