StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	State	Collected.By	X	X.1	Species	Subphylum	Genus
yHKB110	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	KBOCT3	b	YHKB_KBOCT3	22	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB110	Candida railenensis	Saccharomycotina	Candida
yHKB111	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	NA	KBOCT5	a	YHKB_KBOCT5	22	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB111	Candida railenensis	Saccharomycotina	Candida
yHKB117	Candida railenensis	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Fruit/Leaves	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple	NA	NA	NH7	a	YHKB_NH7	22	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB117	Candida railenensis	Saccharomycotina	Candida
yHKB132	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT6	a	YHKB_KBOCT6	22	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB132	Candida railenensis	Saccharomycotina	Candida
yHKB165	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT7	c	YHKB_KBOCT7	10	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB165	Candida railenensis	Saccharomycotina	Candida
yHKB166	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT6	a	YHKB_KBOCT6	10	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB166	Candida railenensis	Saccharomycotina	Candida
yHKB188	Candida railenensis	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Fruit/Leaves	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple	NA	NA	NH7	a	YHKB_NH7	10	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB188	Candida railenensis	Saccharomycotina	Candida
yHKB337	Candida railenensis	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT6	b	YHKB_RT6	22	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB337	Candida railenensis	Saccharomycotina	Candida
yHKB340	Candida railenensis	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT6	a	YHKB_RT6	22	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB340	Candida railenensis	Saccharomycotina	Candida
yHKB402	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT6	b	YHKB_KBOCT6	4	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB402	Candida railenensis	Saccharomycotina	Candida
yHKB460	Candida railenensis	Candida	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Lycopodium	Lycopodium obscurum	Princess Pine	NA	NA	RW4	a	YHKB_RW4	10	Calumet, MI	Michigan	Russell Wrobel	TRUE	yHKB460	Candida railenensis	Saccharomycotina	Candida
yHKB64	Candida railenensis	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	NH1	a	YHKB_NH1	30	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB64	Candida railenensis	Saccharomycotina	Candida
yHKB71	Candida railenensis	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Fruit/Leaves	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple	NA	NA	NH7	a	YHKB_NH7	30	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB71	Candida railenensis	Saccharomycotina	Candida
yHKB92	Candida railenensis	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	NH2	b	YHKB_NH2	22	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB92	Candida railenensis	Saccharomycotina	Candida
yHKS200	Candida railenensis	Candida	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#47	b	YHKS_#47	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS200	Candida railenensis	Saccharomycotina	Candida
yHKS201	Candida railenensis	Candida	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#49	a	YHKS_#49	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS201	Candida railenensis	Saccharomycotina	Candida
yHKS203	Candida railenensis	Candida	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#49	c	YHKS_#49	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS203	Candida railenensis	Saccharomycotina	Candida
yHKS205	Candida railenensis	Candida	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#50	b	YHKS_#50	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS205	Candida railenensis	Saccharomycotina	Candida
yHKS263	Candida railenensis	Candida	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Plant Matter	Nut	Beech Nut	Fagaceae	Nut	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#93	a	YHKS_#93	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS263	Candida railenensis	Saccharomycotina	Candida
yHKS279	Candida railenensis	Candida	Ascomycota	43.400119, -87.876439	43.400119	-87.876439	Tree	Plant Matter	Bark	NA	NA	NA	NA	Gleditsia	Gleditsia triacanthos	Honey Locust	NA	NA	#87	a	YHKS_#87	10	Port Washington, WI (Whitefish Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS279	Candida railenensis	Saccharomycotina	Candida
yHKS354	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Nut	Beech Nut	Fagaceae	Nut	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#129	b	YHKS_#129	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS354	Candida railenensis	Saccharomycotina	Candida
yHKS366	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#132	a	YHKS_#132	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS366	Candida railenensis	Saccharomycotina	Candida
yHKS368	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#135	a	YHKS_#135	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS368	Candida railenensis	Saccharomycotina	Candida
yHKS468	Candida railenensis	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	a	YHKS_#152	22	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS468	Candida railenensis	Saccharomycotina	Candida
yHKS597	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#228	a	YHKS_#228	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS597	Candida railenensis	Saccharomycotina	Candida
yHKS600	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#231	a	YHKS_#231	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS600	Candida railenensis	Saccharomycotina	Candida
yHKS611	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#239	a	YHKS_#239	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS611	Candida railenensis	Saccharomycotina	Candida
yHKS621	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#231	a	YHKS_#231	30	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS621	Candida railenensis	Saccharomycotina	Candida
yHKS696	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#231	a	YHKS_#231	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS696	Candida railenensis	Saccharomycotina	Candida
yHKS712	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Betula	Betula papyrifera	White Birch	NA	NA	#246	a	YHKS_#246	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS712	Candida railenensis	Saccharomycotina	Candida
YHMH95	Candida railenensis	Candida	Ascomycota	44.499972, -87.922144	44.499972	-87.922144	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	b	YHMH_61	10	Green Bay, Baird Creek, WI	Wisconsin	Max Haase	TRUE	YHMH95	Candida railenensis	Saccharomycotina	Candida
yHMJ558	Candida railenensis	Candida	Ascomycota	43.761667, 71.668611	43.761667	-71.668611	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	61	b	YHMJ_61	22	New Hampshire	New Hampshire	C. T. Hittinger	TRUE	yHMJ558	Candida railenensis	Saccharomycotina	Candida
yHMJ561	Candida railenensis	Candida	Ascomycota	43.761667, 71.668611	43.761667	-71.668611	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	61	e	YHMJ_61	22	New Hampshire	New Hampshire	C. T. Hittinger	TRUE	yHMJ561	Candida railenensis	Saccharomycotina	Candida
yHMJ565	Candida railenensis	Candida	Ascomycota	43.761944, 71.668611	43.761944	-71.668611	Tree	Plant Matter	Nut	Acorn	Fagaceae	Nut	NA	Quercus	Quercus sp.	Oak	NA	NA	63	a	YHMJ_63	22	New Hampshire	New Hampshire	C. T. Hittinger	TRUE	yHMJ565	Candida railenensis	Saccharomycotina	Candida
yHMJ573	Candida railenensis	Candida	Ascomycota	43.761944, 71.668611	43.761944	-71.668611	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	b	YHMJ_65	22	New Hampshire	New Hampshire	C. T. Hittinger	TRUE	yHMJ573	Candida railenensis	Saccharomycotina	Candida
yHMJ605	Candida railenensis	Candida	Ascomycota	43.761667, 71.668611	43.761667	-71.668611	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	59	c	YHMJ_59	22	New Hampshire	New Hampshire	C. T. Hittinger	TRUE	yHMJ605	Candida railenensis	Saccharomycotina	Candida
yHQL339	Candida railenensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	mulberry	AS#2	a	YHQL_AS#2	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL339	Candida railenensis	Saccharomycotina	Candida
yHQL338	Candida railenensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Morus	Morus sp.	Mulberry	NA	mulberry	AS#2	b	YHQL_AS#2	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL338	Candida railenensis	Saccharomycotina	Candida
yHQL340	Candida railenensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	under mulberry	AS#3	a	YHQL_AS#3	22	Chadwick, Illinois	Illinois	Angela Sheddan	TRUE	yHQL340	Candida railenensis	Saccharomycotina	Candida
yHRM8	Candida railenensis	Candida	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	1.6	a	YHRM_1.6	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM8	Candida railenensis	Saccharomycotina	Candida
yHRVM119	Candida railenensis	Candida	Ascomycota	37.505725, -76.398950	37.505725	-76.39895	Fungus	Fungus	Fungus	NA	NA	NA	NA	NA	NA	NA	NA	NA	13D3	c	YHRVM_13D3	10	Cobbs Creek, VA	Virginia	D. Leith Nye	TRUE	yHRVM119	Candida railenensis	Saccharomycotina	Candida
yHRVM312	Candida railenensis	Candida	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Carya	Carya ovata	Shabark Hickory	NA	NA	3D5	a	YHRVM_3D5	10	Grandad's Bluff, Lacrosse, WI	Wisconsin	Drew Doering	TRUE	yHRVM312	Candida railenensis	Saccharomycotina	Candida
yHRVM314	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Plant Matter	Sap	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	NA	NA	9D5	a	YHRVM_9D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM314	Candida railenensis	Saccharomycotina	Candida
yHRVM315	Candida railenensis	Candida	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	14D5	a	YHRVM_14D5	10	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM315	Candida railenensis	Saccharomycotina	Candida
yHRVM319	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Plant	Plant Matter	Fruit	Salal berry	Ericaceae	Berry	NA	Gaultheria	Gaultheria shallon	Salal	NA	NA	13D5	a	YHRVM_13D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM319	Candida railenensis	Saccharomycotina	Candida
yHAB210	Candida ergatensis	Candida	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Betula	Betula papyrifera	White Birch	NA	NA	2.15	a	YHAB_2.15	22	Tahquamenon Falls, MI, lower falls - Island	Michigan	ABH/CTH	TRUE	yHAB210	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHAB214	Candida ergatensis	Candida	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	2.21	a	YHAB_2.21	22	Tahquamenon Falls, MI, lower falls - Island	Michigan	ABH/CTH	TRUE	yHAB214	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS369	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Diseased	Fagus	Fagus grandifolia	American Beech	NA	NA	#138	a	YHKS_#138	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS369	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS372	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Dead	NA	NA	NA	NA	NA	#143	a	YHKS_#143	22	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS372	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS389	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Diseased	Fagus	Fagus grandifolia	American Beech	NA	NA	#138	a	YHKS_#138	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS389	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS391	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#140	a	YHKS_#140	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS391	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHKS394	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Dead	NA	NA	NA	NA	NA	#143	a	YHKS_#143	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS394	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHQL315	Candida ergatensis	Candida	Ascomycota	39.871665, -79.492928	39.871665	-79.492928	Tree	Plant Matter	Plant Matter	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	QL#11	a	YHQL_QL#11	22	Ohiopyle, PA	Pennsylvania	Scott Zasadil	TRUE	yHQL315	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHQL392	Candida ergatensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump	AS#6	a	YHQL_AS#6	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL392	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHQL393	Candida ergatensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump	AS#6	b	YHQL_AS#6	22	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL393	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHQL482	Candida ergatensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump	AS#6	a	YHQL_AS#6	10	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL482	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHQL506	Candida ergatensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump	AS#6	b	YHQL_AS#6	10	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL506	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHRVM117	Candida ergatensis	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9D3	b	YHRVM_9D3	10	Lords Hill, Monroe, WA	Washington	Emily Baker	TRUE	yHRVM117	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHRVM65	Candida ergatensis	Candida	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Wood	NA	NA	NA	Rotting	Fagus	Fagus sp.	Beech	NA	NA	11CAHD2	a	YHRVM_11CAHD2	10	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM65	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHRVM96	Candida ergatensis	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Fungus	Fungus	Mold	NA	NA	NA	NA	Unknown	Unknown	Jelly Mold	NA	NA	9D3	a	YHRVM_9D3	22	Lords Hill, Monroe, WA	Washington	Emily Baker	TRUE	yHRVM96	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHRVM98	Candida ergatensis	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Fungus	Fungus	Mold	NA	NA	NA	NA	Unknown	Unknown	Jelly Mold	NA	NA	9D3	a	YHRVM_9D3	30	Lords Hill, Monroe, WA	Washington	Emily Baker	TRUE	yHRVM98	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces
yHAB211	Candida delbrueckii	Candida	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	3.7	a	YHAB_3.7	22	Fayette, MI	Michigan	ABH/CTH	TRUE	yHAB211	Torulaspora delbrueckii	Saccharomycotina	Torulaspora
