StrainID	OTU	Phylum	Subphylum	Lattitude	Longitude	Sample Substrate Type	Substrate Genus	Substrate Species	Substrate Common Name	Sample ID	Isolation Temp (deg. C)	Enrichment Media Glucose %	State	Collected By
yHRM47	Mrakia frigida	Basidiomycota	Not analyzed	NA	NA	Soil	Ulmus	Ulmus sp.	Elm	YHRM_1.19	10	8	Wisconsin	RM
yHKS65	Mrakia frigida	Basidiomycota	Not analyzed	44.560833	-88.093161	Bark	Quercus	Quercus sp.	Oak	YHKS_#31	10	8	Wisconsin	Kayla Sylvester
yHKS68	Mrakia frigida	Basidiomycota	Not analyzed	45.08492	-87.586688	Bark	Cercis	Cercis canadensis	Eastern Redbud	YHKS_#40	10	8	Wisconsin	Kayla Sylvester
yHKS81	Mrakia frigida	Basidiomycota	Not analyzed	45.08492	-87.586688	Bark	Cercis	Cercis canadensis	Eastern Redbud	YHKS_#40	10	8	Wisconsin	Kayla Sylvester
yHMJ66	Mrakia frigida	Basidiomycota	Not analyzed	45.027429	-93.43854	Bark	Populus	Populus balsamifera	Balsam Poplar	YHMJ_8	4	0.8	Minnesota	Martin Jarzyna
yHMJ69	Mrakia frigida	Basidiomycota	Not analyzed	44.997282	-93.354812	Soil	NA	NA	NA	YHMJ_10	4	0.8	Minnesota	Martin Jarzyna
yHAB232	Mrakia gelida	Basidiomycota	Not analyzed	46.601361	-85.19079	Fungus	Unknown	Unknown	Unknown	YHAB_1.23	10	8	Michigan	ABH/CTH
yHAB238	Mrakia gelida	Basidiomycota	Not analyzed	46.603602	-85.206239	Soil	Tsuga	Tsuga sp.	Hemlock	YHAB_2.13	10	8	Michigan	ABH/CTH
yHAB245	Mrakia gelida	Basidiomycota	Not analyzed	46.603602	-85.206239	Soil	Tsuga	Tsuga sp.	Hemlock	YHAB_2.22	10	8	Michigan	ABH/CTH
yHAB255	Mrakia gelida	Basidiomycota	Not analyzed	45.71781	-86.669512	Soil	Acer	Acer sp.	Maple	YHAB_3.8	10	8	Michigan	ABH/CTH
yHKS119	Mrakia gelida	Basidiomycota	Not analyzed	45.08492	-87.586688	Leaves	Acer	Acer sp.	Maple	YHKS_#35	10	8	Wisconsin	Kayla Sylvester
yHKS21	Mrakia gelida	Basidiomycota	Not analyzed	42.993739	-87.963492	Leaves	Quercus	Quercus sp.	Oak	YHKS_#18	10	8	Michigan	Kayla Sylvester
yHKS23	Mrakia gelida	Basidiomycota	Not analyzed	43.134054	-88.222331	Leaves	Pyrus	Pyrus communis	NA	YHKS_#24	10	8	Wisconsin	Kayla Sylvester
yHKS25	Mrakia gelida	Basidiomycota	Not analyzed	43.161611	-88.188019	Leaves	NA	NA	NA	YHKS_#20	10	8	Michigan	Kayla Sylvester
yHKS269	Mrakia gelida	Basidiomycota	Not analyzed	43.695818	-87.718146	Leaves	Fagus	Fagus grandifolia	American Beech	YHKS_#48	10	8	Wisconsin	Kayla Sylvester
yHKS275	Mrakia gelida	Basidiomycota	Not analyzed	43.400119	-87.876439	Soil	Fraxinus	Fraxinus pennsylvanica	Green Ash	YHKS_#80	10	8	Wisconsin	Kayla Sylvester
yHKS35	Mrakia gelida	Basidiomycota	Not analyzed	43.114592	-88.49192	Bark	Acer	Acer sp.	Maple	YHKS_#21	10	8	Wisconsin	Kayla Sylvester
yHKS373	Mrakia gelida	Basidiomycota	Not analyzed	43.695741	-87.718414	Soil	Quercus	Quercus sp.	Oak	YHKS_#123	10	8	Wisconsin	Kayla Sylvester
yHKS38	Mrakia gelida	Basidiomycota	Not analyzed	43.161611	-88.188019	Leaves	NA	NA	NA	YHKS_#20	10	8	Michigan	Kayla Sylvester
yHKS635	Mrakia gelida	Basidiomycota	Not analyzed	60.69155	-151.289609	Leaves	Alnus	Alnus sp.	Alder	YHKS_#207	10	8	Alaska	Jacob Barnes
yHKS691	Mrakia gelida	Basidiomycota	Not analyzed	43.695741	-87.718414	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#227	10	8	Wisconsin	Kayla Sylvester
yHKS732	Mrakia gelida	Basidiomycota	Not analyzed	47.4416	-87.878877	Soil	Tsuga	Tsuga canadensis	Eastern Hemlock	YHKS_#255	10	8	Michigan	Chris Hittinger
yHQL256	Mrakia gelida	Basidiomycota	Not analyzed	43.025855	-89.844325	Fungus	Ostrya	Ostrya virginiana	American hophornbeam	YHQL_3	10	8	Wisconsin	Sarah Wright
yHQL258	Mrakia gelida	Basidiomycota	Not analyzed	43.025855	-89.844325	Soil	Carya	Carya ovata	Shgbark Hickory	YHQL_5	10	8	Wisconsin	Sarah Wright
yHQL259	Mrakia gelida	Basidiomycota	Not analyzed	43.025855	-89.844325	Soil	Quercus	Quercus alba	White Oak	YHQL_6	10	8	Wisconsin	Sarah Wright
yHQL260	Mrakia gelida	Basidiomycota	Not analyzed	43.025855	-89.844325	Soil	Carya	Carya ovata	Shgbark Hickory	YHQL_10	10	8	Wisconsin	Sarah Wright
yHQL263	Mrakia gelida	Basidiomycota	Not analyzed	43.122028	-89.484072	Soil	NA	NA	NA	YHQL_13	10	8	Wisconsin	Sarah Wright
yHQL266	Mrakia gelida	Basidiomycota	Not analyzed	43.189523	-89.622457	Soil	Quercus	Quercus velutina	Black Oak	YHQL_16	10	8	Wisconsin	Sarah Wright
yHQL281	Mrakia gelida	Basidiomycota	Not analyzed	43.025855	-89.844325	Soil	Carya	Carya ovata	Shgbark Hickory	YHQL_10	10	8	Wisconsin	Sarah Wright
yHQL426	Mrakia gelida	Basidiomycota	Not analyzed	45.38682	-110.681776	Bark	Unknown	Unknown	Unknown	YHQL_QL#8	10	8	Montana	Erik Jessen and Erica Macke
yHQL477	Mrakia gelida	Basidiomycota	Not analyzed	41.5332	-89.5136	Moss	Morus	Morus alba	White Mulberry	YHQL_AS#1	10	8	Illinois	Angela Sheddan
yHQL510	Mrakia gelida	Basidiomycota	Not analyzed	42.013309	-89.890341	Bark	Platanus	Platanus sp.	Sycamore	YHQL_AS#13	10	8	Illinois	Angela Sheddan
yHRVM104	Mrakia gelida	Basidiomycota	Not analyzed	47.861132	-122.060318	Fruit	Symphoricarpos	Symphoricarpos sp.	Snowberry	YHRVM_2D3	10	8	Washington	Emily Baker
yHRVM264	Mrakia gelida	Basidiomycota	Not analyzed	42.034808	-88.292849	Leaves	Unknown	Unknown	Unknown	YHRVM_23D4-CS	10	8	Illinois	Goose Island CS
yHRVM280	Mrakia gelida	Basidiomycota	Not analyzed	42.866603	-88.33655	Fruit	Malus	Malus sp.	Crabapple	YHRVM_8D4	10	8	Wisconsin	Ryan Moriarty
yHRVM281	Mrakia gelida	Basidiomycota	Not analyzed	42.866603	-88.33655	Fruit	Malus	Malus sp.	Crabapple	YHRVM_8D4	10	8	Wisconsin	Ryan Moriarty
yHRVM52	Mrakia gelida	Basidiomycota	Not analyzed	46.482739	-86.671216	Plant Matter	Fagus	Fagus sp.	Beech	YHRVM_8CAHD2	10	8	Michigan	"Chris Hittinger, Amanda Hulfachor "
yHRVM73	Mrakia gelida	Basidiomycota	Not analyzed	46.482739	-86.671216	Plant Matter	Fagus	Fagus sp.	Beech	YHRVM_8CAHD2	10	8	Michigan	"Chris Hittinger, Amanda Hulfachor "
yHKB153	Mrakia gelida	Basidiomycota	Not analyzed	43.4316	-89.7372	Soil	NA	NA	NA	YHKB_KBOCT19	10	0.8	Wisconsin	Drew Doering
yHKB156	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Soil	Quercus	Quercus rubra	Red Oak	YHKB_KBOCT7	10	0.8	Wisconsin	Bill Saucier
yHKB172	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Humus	Pinus	Pinus strobus	White Pine	YHKB_KBOCT10	10	0.8	Wisconsin	Bill Saucier
yHKB179	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Bark	Unknown	Unknown	Unknown	YHKB_KBOCT11	10	0.8	Wisconsin	Bill Saucier
yHKB180	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Bark	Unknown	Unknown	Unknown	YHKB_KBOCT11	10	0.8	Wisconsin	Bill Saucier
yHKB187	Mrakia gelida	Basidiomycota	Not analyzed	44.3878	-71.1731	Bark	Unknown	Unknown	Unknown	YHKB_NH10	10	0.8	New Hampshire	Beth Sargent
yHKB360	Mrakia gelida	Basidiomycota	Not analyzed	44.3878	-71.1731	Flower/Leaves	Syringa	Syringa sp.	Lilac	YHKB_NH9	4	0.8	New Hampshire	Beth Sargent
yHKB366	Mrakia gelida	Basidiomycota	Not analyzed	44.3878	-71.1731	Flower/Leaves	Syringa	Syringa sp.	Lilac	YHKB_NH9	4	0.8	New Hampshire	Beth Sargent
yHKB369	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Humus	Pinus	Pinus strobus	White Pine	YHKB_KBOCT10	4	0.8	Wisconsin	Bill Saucier
yHKB385	Mrakia gelida	Basidiomycota	Not analyzed	43.4316	-89.7372	Soil	NA	NA	NA	YHKB_KBOCT18	4	0.8	Wisconsin	Drew Doering
yHKB391	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Bark	Unknown	Unknown	Unknown	YHKB_KBOCT11	4	0.8	Wisconsin	Bill Saucier
YHKB393	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Soil	Quercus	Quercus rubra	Red Oak	YHKB_KBOCT7	4	0.8	Wisconsin	Bill Saucier
yHKB398	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Soil	Quercus	Quercus rubra	Red Oak	YHKB_KBOCT6	4	0.8	Wisconsin	Bill Saucier
yHKB399	Mrakia gelida	Basidiomycota	Not analyzed	44	-88	Soil	Quercus	Quercus rubra	Red Oak	YHKB_KBOCT6	4	0.8	Wisconsin	Bill Saucier
yHKB401	Mrakia gelida	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves	Unknown	Unknown	Unknown	YHKB_NH2	4	0.8	New Hampshire	Beth Sargent
yHKB404	Mrakia gelida	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves	Unknown	Unknown	Unknown	YHKB_NH2	4	0.8	New Hampshire	Beth Sargent
yHKB439	Mrakia gelida	Basidiomycota	Not analyzed	42.1872	-93.5956	Fruit	Unknown	Unknown	Unknown	YHKB_RT4	10	0.8	Iowa	Kelly Buh
YHMH105	Mrakia gelida	Basidiomycota	Not analyzed	44.498357	-87.924178	Soil	NA	NA	NA	YHMH_59	10	0.8	Wisconsin	Max Haase
YHMH123	Mrakia gelida	Basidiomycota	Not analyzed	44.500396	-87.927442	Leaves	Unknown	Unknown	Unknown	YHMH_62	10	0.8	Wisconsin	Max Haase
YHMH86	Mrakia gelida	Basidiomycota	Not analyzed	44.499636	-87.925103	Bark	Quercus	Quercus sp.	Oak	YHMH_60	10	0.8	Wisconsin	Max Haase
YHMH90	Mrakia gelida	Basidiomycota	Not analyzed	44.500396	-87.927439	Leaves	Unknown	Unknown	Unknown	YHMH_62	10	0.8	Wisconsin	Max Haase
YHMH91	Mrakia gelida	Basidiomycota	Not analyzed	44.500396	-87.92744	Leaves	Unknown	Unknown	Unknown	YHMH_62	10	0.8	Wisconsin	Max Haase
yHMJ103	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Amelanchier	Amelanchier sp.	Amelanchier sp.	YHMJ_20	10	0.8	Iowa	Martin Jarzyna
yHMJ104	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Amelanchier	Amelanchier sp.	Amelanchier sp.	YHMJ_20	10	0.8	Iowa	Martin Jarzyna
yHMJ113	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Bark	Unknown	Unknown	Unknown	YHMJ_25	10	0.8	Iowa	Martin Jarzyna
yHMJ115	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Moss	Unknown	Unknown	Moss	YHMJ_26	10	0.8	Iowa	Martin Jarzyna
yHMJ117	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Moss	Unknown	Unknown	Moss	YHMJ_26	10	0.8	Iowa	Martin Jarzyna
yHMJ128	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Soil	NA	NA	NA	YHMJ_11	4	0.8	Iowa	Martin Jarzyna
yHMJ145	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Duff	Juniperus	Juniperus virginiana	Eastern Red Cedar	YHMJ_16	4	0.8	Iowa	Martin Jarzyna
yhMJ155	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Soil/Plant Matter	Unknown	Unknown	Unknown	YHMJ_21	4	0.8	Iowa	Martin Jarzyna
yHMJ189	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Duff	Unknown	Unknown	Unknown	YHMJ_22	4	0.8	Iowa	Martin Jarzyna
yHMJ84	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Tilia	Tilia americana	American Basswood	YHMJ_13	10	0.8	Iowa	martin jarzyna
yHMJ90	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Populus	Populus deltoides	Eastern Cottonwood	YHMJ_15	10	0.8	Iowa	Martin Jarzyna
yHMJ93	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Duff	Juniperus	Juniperus virginiana	Eastern Red Cedar	YHMJ_16	10	0.8	Iowa	Martin Jarzyna
yHMJ98	Mrakia gelida	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Prunus	Prunus virginiana	Chokecherry	YHMJ_17	10	0.8	Iowa	Martin Jarzyna
yHKB182	Mrakia psychrophila	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves/Bark	Ilex	Ilex sp.	Holly	YHKB_NH8	10	0.8	New Hampshire	Beth Sargent
yHQL180	Mrakia robertii	Basidiomycota	Not analyzed	46.525703	-86.671012	Plant Matter	Equisetum	Equisetum sp.	Horsetail	YHQL_A&CH10	10	8	Michigan	Amanda Hulfachor & Chris Hittinger
yHMJ77	Mrakia robertii	Basidiomycota	Not analyzed	43.312305	-91.781281	Soil	NA	NA	NA	YHMJ_11	10	0.8	Iowa	martin jarzyna
yHKB151	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Soil	Unknown	Unknown	Unknown	YHKB_KBOCT8	10	unknown	Wisconsin	Bill Saucier
yHRM23	Mrakia sp.	Basidiomycota	Not analyzed	NA	NA	Soil	NA	NA	NA	YHRM_1.13	10	8	Wisconsin	RM
yHRM26	Mrakia sp.	Basidiomycota	Not analyzed	NA	NA	Soil	NA	NA	NA	YHRM_1.5	10	8	Wisconsin	RM
yHRM27	Mrakia sp.	Basidiomycota	Not analyzed	NA	NA	Moss	Ulmus	Ulmus sp.	Elm	YHRM_1.6	10	8	Wisconsin	RM
yHRM28	Mrakia sp.	Basidiomycota	Not analyzed	NA	NA	Soil	Fraxinus	Fraxinus americana	White Ash	YHRM_1.9	10	8	Wisconsin	RM
yHAB224	Mrakia sp.	Basidiomycota	Not analyzed	46.614039	-85.254133	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_1.5	10	8	Michigan	ABH/CTH
yHAB227	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_1.11	10	8	Michigan	ABH/CTH
yHAB228	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_1.14	10	8	Michigan	ABH/CTH
yHAB229	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Acer	Acer saccharum	Sugar Maple	YHAB_1.15	10	8	Michigan	ABH/CTH
yHAB231	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Acer	Acer saccharum	Sugar Maple	YHAB_1.2	10	8	Michigan	ABH/CTH
yHAB233	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_1.24	10	8	Michigan	ABH/CTH
yHAB234	Mrakia sp.	Basidiomycota	Not analyzed	46.603602	-85.206239	Bark	Fagus	Fagus grandifolia	American Beech	YHAB_2.2	10	8	Michigan	ABH/CTH
yHAB235	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_2.5	10	8	Michigan	ABH/CTH
yHAB236	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Fagus	Fagus grandifolia	American Beech	YHAB_2.9	10	8	Michigan	ABH/CTH
yHAB237	Mrakia sp.	Basidiomycota	Not analyzed	46.603602	-85.206239	Pine Cone	Unknown	Unknown	Unknown	YHAB_2.1	10	8	Michigan	ABH/CTH
yHAB248	Mrakia sp.	Basidiomycota	Not analyzed	45.71781	-86.669512	Soil	Thuja	Thuja plicata	Pacific Redcedar	YHAB_3.2	10	8	Michigan	ABH/CTH
yHAB249	Mrakia sp.	Basidiomycota	Not analyzed	45.71781	-86.669512	Bark	Betula	Betula papyrifera	White Birch	YHAB_3.3	10	8	Michigan	ABH/CTH
yHAB250	Mrakia sp.	Basidiomycota	Not analyzed	45.71781	-86.669512	Soil	Betula	Betula papyrifera	White Birch	YHAB_3.4	10	8	Michigan	ABH/CTH
yHAB251	Mrakia sp.	Basidiomycota	Not analyzed	45.71781	-86.669512	Soil	Betula	Betula papyrifera	White Birch	YHAB_3.4	10	8	Michigan	ABH/CTH
yHAB252	Mrakia sp.	Basidiomycota	Not analyzed	45.71781	-86.669512	Soil	Thuja	Thuja plicata	Pacific Redcedar	YHAB_3.5	10	8	Michigan	ABH/CTH
yHAB253	Mrakia sp.	Basidiomycota	Not analyzed	45.71781	-86.669512	Soil	Acer	Acer sp.	Maple	YHAB_3.7	10	8	Michigan	ABH/CTH
yHAB254	Mrakia sp.	Basidiomycota	Not analyzed	45.71781	-86.669512	Soil	Acer	Acer sp.	Maple	YHAB_3.7	10	8	Michigan	ABH/CTH
yHAB257	Mrakia sp.	Basidiomycota	Not analyzed	45.948334	-86.243976	Sand	NA	NA	NA	YHAB_3.9	10	8	Michigan	ABH/CTH
yHAB264	Mrakia sp.	Basidiomycota	Not analyzed	46.601361	-85.19079	Soil	Betula	Betula alleghaniensis	Yellow Birch	YHAB_1.13	10	8	Michigan	ABH/CTH
yHKS120	Mrakia sp.	Basidiomycota	Not analyzed	45.08492	-87.586688	Soil	Quercus	Quercus sp.	Oak	YHKS_#36	10	8	Wisconsin	Kayla Sylvester
yHKS207	Mrakia sp.	Basidiomycota	Not analyzed	43.695818	-87.718146	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#51	10	8	Wisconsin	Kayla Sylvester
yHKS208	Mrakia sp.	Basidiomycota	Not analyzed	43.695818	-87.718146	Bark	Fagus	Fagus grandifolia	American Beech	YHKS_#52	10	8	Wisconsin	Kayla Sylvester
yHKS214	Mrakia sp.	Basidiomycota	Not analyzed	43.795677	-88.44204	Bark	Fraxinus	Fraxinus sp.	Ash	YHKS_#59	10	8	Wisconsin	Kayla Sylvester
yHKS216	Mrakia sp.	Basidiomycota	Not analyzed	40.196441	-92.579533	Soil	Quercus	Quercus alba	White Oak	YHKS_#2M	10	8	Missouri	William Alexander
yHKS22	Mrakia sp.	Basidiomycota	Not analyzed	43.114592	-88.49192	Bark	Quercus	Quercus sp.	Oak	YHKS_#2	10	8	Wisconsin	Kayla Sylvester
yHKS272	Mrakia sp.	Basidiomycota	Not analyzed	43.395533	-87.86644	Bark	Fraxinus	Fraxinus pennsylvanica	Green Ash	YHKS_#73	10	8	Wisconsin	Kayla Sylvester
yHKS274	Mrakia sp.	Basidiomycota	Not analyzed	43.395533	-87.86644	Soil	Acer	Acer rebrum	Red Maple	YHKS_#77	10	8	Wisconsin	Kayla Sylvester
yHKS276	Mrakia sp.	Basidiomycota	Not analyzed	43.400119	-87.876439	Moss	Acer	Acer saccharum	Sugar Maple	YHKS_#82	10	8	Wisconsin	Kayla Sylvester
yHKS277	Mrakia sp.	Basidiomycota	Not analyzed	43.400119	-87.876439	Soil	Acer	Acer saccharum	Sugar Maple	YHKS_#83	10	8	Wisconsin	Kayla Sylvester
yHKS278	Mrakia sp.	Basidiomycota	Not analyzed	43.400119	-87.876439	Bark	Acer	Acer saccharum	Sugar Maple	YHKS_#85	10	8	Wisconsin	Kayla Sylvester
yHKS282	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Nut	Fagus	Fagus grandifolia	American Beech	YHKS_#93	10	8	New Hampshire	Alysha Heimberg
yHKS288	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#104	10	8	New Hampshire	Alysha Heimberg
yHKS289	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Fagus	Fagus grandifolia	American Beech	YHKS_#106	10	8	New Hampshire	Alysha Heimberg
yHKS290	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Populus	Populus tremuloides	American Aspen	YHKS_#109	10	8	New Hampshire	Alysha Heimberg
yHKS291	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Betula	Betula populifolia	Grey Birch	YHKS_#110	10	8	New Hampshire	Alysha Heimberg
yHKS292	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Betula	Betula papyrifera	White Birch	YHKS_#111	10	8	New Hampshire	Alysha Heimberg
yHKS293	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Betula	Betula populifolia	Grey Birch	YHKS_#112	10	8	New Hampshire	Alysha Heimberg
yHKS294	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Betula	Betula papyrifera	White Birch	YHKS_#113	10	8	New Hampshire	Alysha Heimberg
yHKS295	Mrakia sp.	Basidiomycota	Not analyzed	43.567496	-72.289615	Soil	Betula	Betula alleghaniensis	Yellow Birch	YHKS_#115	10	8	New Hampshire	Alysha Heimberg
yHKS34	Mrakia sp.	Basidiomycota	Not analyzed	43.219818	-88.185685	Soil/Bark	Acer	Acer sp.	Maple	YHKS_#4	10	8	Michigan	Kayla Sylvester
yHKS377	Mrakia sp.	Basidiomycota	Not analyzed	43.695741	-87.718414	Soil	Acer	Acer saccharum	Sugar Maple	YHKS_#127	10	8	Wisconsin	Kayla Sylvester
yHKS382	Mrakia sp.	Basidiomycota	Not analyzed	43.695741	-87.718414	Plant Matter	Fagus	Fagus grandifolia	American Beech	YHKS_#131	10	8	Wisconsin	Kayla Sylvester
yHKS39	Mrakia sp.	Basidiomycota	Not analyzed	43.004465	-87.922853	Soil	Quercus	Quercus sp.	Oak	YHKS_#12	10	8	Michigan	Kayla Sylvester
yHKS41	Mrakia sp.	Basidiomycota	Not analyzed	42.993739	-87.963492	Soil	Quercus	Quercus sp.	Oak	YHKS_#14	10	8	Michigan	Kayla Sylvester
yHKS52	Mrakia sp.	Basidiomycota	Not analyzed	43.134054	-88.222331	Leaves	Malus	Malus coronaria	Crabapple	YHKS_#15	10	8	Wisconsin	Kayla Sylvester
yHKS61	Mrakia sp.	Basidiomycota	Not analyzed	44.293474	-88.401231	Bark	Acer	Acer sp.	Maple	YHKS_#25	10	8	Wisconsin	Kayla Sylvester
yHKS62	Mrakia sp.	Basidiomycota	Not analyzed	44.822924	-87.913245	Bark	Acer	Acer sp.	Maple	YHKS_#28	10	8	Wisconsin	Kayla Sylvester
yHKS63	Mrakia sp.	Basidiomycota	Not analyzed	44.822924	-87.913245	Bark	Populus	Populus deltoides	Eastern Cottonwood	YHKS_#29	10	8	Wisconsin	Kayla Sylvester
yHKS632	Mrakia sp.	Basidiomycota	Not analyzed	60.69155	-151.289609	Bark	Unknown	Unknown	Unknown	YHKS_#211	10	8	Alaska	Jacob Barnes
yHKS638	Mrakia sp.	Basidiomycota	Not analyzed	60.69155	-151.289609	Bark	Unknown	Unknown	Unknown	YHKS_#211	10	8	Alaska	Jacob Barnes
yHKS64	Mrakia sp.	Basidiomycota	Not analyzed	44.293474	-88.401231	Bark	Acer	Acer sp.	Maple	YHKS_#30	10	8	Wisconsin	Kayla Sylvester
yHKS67	Mrakia sp.	Basidiomycota	Not analyzed	43.795677	-88.44204	Bark	Acer	Acer sp.	Maple	YHKS_#34	10	8	Wisconsin	Kayla Sylvester
yHKS783	Mrakia sp.	Basidiomycota	Not analyzed	47.4416	-87.878877	Soil	Tsuga	Tsuga canadensis	Eastern Hemlock	YHKS_#255	10	8	Michigan	Chris Hittinger
yHQL285	Mrakia sp.	Basidiomycota	Not analyzed	43.189523	-89.622457	Soil	Quercus	Quercus macrocarpa	Bur Oak	YHQL_17	10	8	Wisconsin	Sarah Wright
yHKB154	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Twigs	Unknown	Unknown	Unknown	YHKB_KBOCT15	10	0.8	Wisconsin	Bill Saucier
yHKB157	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Soil	Fagus	Fagus grandifolia	American Beech	YHKB_KBOCT3	10	0.8	Wisconsin	Bill Saucier
yHKB158	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Fungus	Artomyces	Artomyces pyxidata	Coral Fungus	YHKB_KBOCT4	10	0.8	Wisconsin	Bill Saucier
yHKB159	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Fungus	Artomyces	Artomyces pyxidata	Coral Fungus	YHKB_KBOCT4	10	0.8	Wisconsin	Bill Saucier
yHKB167	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Soil	Amanita	Amanita flavoconia	Yellow wart	YHKB_KBOCT2	10	0.8	Wisconsin	Bill Saucier
yHKB171	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Soil	Unknown	Unknown	Unknown	YHKB_KBOCT8	10	0.8	Wisconsin	Bill Saucier
yHKB184	Mrakia sp.	Basidiomycota	Not analyzed	44	-88	Soil	Fagus	Fagus grandifolia	American Beech	YHKB_KBOCT3	10	0.8	Wisconsin	Bill Saucier
yHKB372	Mrakia sp.	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves/Bark	Ilex	Ilex sp.	Holly	YHKB_NH8	4	0.8	New Hampshire	Beth Sargent
yHKB378	Mrakia sp.	Basidiomycota	Not analyzed	44.3878	-71.1731	Leaves/Bark	Ilex	Ilex sp.	Holly	YHKB_NH8	4	0.8	New Hampshire	Beth Sargent
yHKB381	Mrakia sp.	Basidiomycota	Not analyzed	44.3878	-71.1731	Bark	Betula	Betula sp.	Birch	YHKB_NH1	4	0.8	New Hampshire	Beth Sargent
yHKB55	Mrakia sp.	Basidiomycota	Not analyzed	NA	NA	Soil	NA	NA	NA	YHKB_EE2	4	0.8	NA	NA
yHMJ107	Mrakia sp.	Basidiomycota	Not analyzed	43.312305	-91.781281	Soil/Plant Matter	Unknown	Unknown	Unknown	YHMJ_21	10	0.8	Iowa	Martin Jarzyna
yHMJ108	Mrakia sp.	Basidiomycota	Not analyzed	43.312305	-91.781281	Duff	Unknown	Unknown	Unknown	YHMJ_22	10	0.8	Iowa	Martin Jarzyna
yHMJ109	Mrakia sp.	Basidiomycota	Not analyzed	43.312305	-91.781281	Duff	Unknown	Unknown	Unknown	YHMJ_22	10	0.8	Iowa	Martin Jarzyna
yHMJ111	Mrakia sp.	Basidiomycota	Not analyzed	43.312305	-91.781281	Leaves	Ailanthus	Ailanthus altissima	Tree of Heaven	YHMJ_23	10	0.8	Iowa	Martin Jarzyna
yHMJ116	Mrakia sp.	Basidiomycota	Not analyzed	43.312305	-91.781281	Moss	Unknown	Unknown	Moss	YHMJ_26	10	0.8	Iowa	Martin Jarzyna
