State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
South Carolina	yHRVM228	Candida sake	Candida	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	a	YHRVM_11D4-CS	10	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM228	Candida sake	Saccharomycotina	Candida	Southeast
South Carolina	yHRVM203	Hanseniaspora vineae	Hanseniaspora	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	13D4-CS	a	YHRVM_13D4-CS	10	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM203	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Southeast
South Carolina	yHRVM212	Torulaspora delbrueckii	Torulaspora	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	17D4-CS	a	YHRVM_17D4-CS	10	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM212	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Southeast
South Carolina	yHRVM132	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	17D4-CS	a	YHRVM_17D4-CS	30	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM132	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Southeast
South Carolina	yHRVM221	Saccharomyces paradoxus	Saccharomyces	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	a	YHRVM_11D4-CS	22	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM221	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Southeast
South Carolina	yHRVM174	Hanseniaspora vineae	Hanseniaspora	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	14D4-CS	a	YHRVM_14D4-CS	22	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM174	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Southeast
South Carolina	yHRVM173	Lachancea thermotolerans	Lachancea	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Plant	Soil	Soil	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron	NA	NA	12D4-CS	a	YHRVM_12D4-CS	22	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM173	Lachancea thermotolerans	Saccharomycotina	Lachancea	Southeast
South Carolina	yHRVM178	Hanseniaspora vineae	Hanseniaspora	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Plant	Soil	Soil	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron	NA	NA	18D4-CS	b	YHRVM_18D4-CS	22	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM178	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Southeast
South Carolina	yHRVM131	Kazachstania martiniae	Kazachstania	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	15D4-CS	a	YHRVM_15D4-CS	30	Devil's Fork State Park, SC	CTH parents	TRUE	yHRVM131	Kazachstania martiniae	Saccharomycotina	Kazachstania	Southeast
Texas	yHKB326	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	29.4241,-98.4936	29.4241	-98.4936	Soil	Soil	Soil/Grass	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT12	a	YHKB_RT12	22	418 Mesa Canyon San Antonio, TX	Kelly Buh	TRUE	yHKB326	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	South
Virginia	yHRVM101	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	a	YHRVM_12D3	22	Floyd, VA	D. Leith Nye	TRUE	yHRVM101	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Southeast
Virginia	yHRVM87	Kazachstania martiniae	Kazachstania	Ascomycota	37.505725, -76.398950	37.505725	-76.39895	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	15D3	a	YHRVM_15D3	22	Cobbs Creek, VA	D. Leith Nye	TRUE	yHRVM87	Kazachstania martiniae	Saccharomycotina	Kazachstania	Southeast
Virginia	yHKB39	Torulaspora delbrueckii	Torulaspora	Ascomycota	37.5057:-76.3969	37.5057	-76.3969	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	9G	a	YHKB_9G	22	Cobbs Creek, VA	NA	TRUE	yHKB39	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Southeast
Virginia	yHRVM84	Kazachstania martiniae	Kazachstania	Ascomycota	37.505725, -76.398950	37.505725	-76.39895	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	13D3	a	YHRVM_13D3	22	Cobbs Creek, VA	D. Leith Nye	TRUE	yHRVM84	Kazachstania martiniae	Saccharomycotina	Kazachstania	Southeast
Virginia	yHRVM85	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	37.505725, -76.398950	37.505725	-76.39895	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	13D3	b	YHRVM_13D3	22	Cobbs Creek, VA	D. Leith Nye	TRUE	yHRVM85	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Southeast
Virginia	yHRVM81	Saccharomyces paradoxus	Saccharomyces	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	14D3	a	YHRVM_14D3	22	Floyd, VA	D. Leith Nye	TRUE	yHRVM81	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Southeast
Virginia	yHKB28	Kazachstania martiniae	Kazachstania	Ascomycota	37.5057:-76.3969	37.5057	-76.3969	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	9G	a	YHKB_9G	22	Cobbs Creek, VA	NA	TRUE	yHKB28	Kazachstania martiniae	Saccharomycotina	Kazachstania	Southeast
Virginia	yHRVM75	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	a	YHRVM_12D3	30	Floyd, VA	D. Leith Nye	TRUE	yHRVM75	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Southeast
Virginia	yHKB46	Kazachstania martiniae	Kazachstania	Ascomycota	37.5057:-76.3969	37.5057	-76.3969	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12G	a	YHKB_12G	22	Cobbs Creek, VA	NA	TRUE	yHKB46	Kazachstania martiniae	Saccharomycotina	Kazachstania	Southeast
Virginia	yHRVM95	Kazachstania martiniae	Kazachstania	Ascomycota	37.505725, -76.398950	37.505725	-76.39895	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	15D3	a	YHRVM_15D3	30	Cobbs Creek, VA	D. Leith Nye	TRUE	yHRVM95	Kazachstania martiniae	Saccharomycotina	Kazachstania	Southeast
Virginia	yHRVM102	Torulaspora delbrueckii	Torulaspora	Ascomycota	36.911855, -80.319293	36.911855	-80.319293	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	12D3	b	YHRVM_12D3	22	Floyd, VA	D. Leith Nye	TRUE	yHRVM102	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Southeast
Virginia	yHRVM119	Candida railenensis	Candida	Ascomycota	37.505725, -76.398950	37.505725	-76.39895	Fungus	Fungus	Fungus	NA	NA	NA	NA	NA	NA	NA	NA	NA	13D3	c	YHRVM_13D3	10	Cobbs Creek, VA	D. Leith Nye	TRUE	yHRVM119	Candida railenensis	Saccharomycotina	Candida	Southeast
Washington	yHKS516	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Holly Berry	Aquifoliaceae	Berry	NA	Ilex	Ilex sp.	Holly	NA	NA	#194	a	YHKS_#194	22	Monroe, WA	Emily Baker	TRUE	yHKS516	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS510	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#187	a	YHKS_#187	22	Monroe, WA	Emily Baker	TRUE	yHKS510	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS514	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#192	a	YHKS_#192	22	Monroe, WA	Emily Baker	TRUE	yHKS514	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKB40	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.860107:-121.98317	47.860107	-121.98317	Tree	Plant Matter	Fruit	Holly Berry	Aquifoliaceae	Berry	NA	Ilex	Ilex sp.	Holly	NA	NA	14G	a	YHKB_14G	22	Monroe, WA	NA	TRUE	yHKB40	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
Washington	yHKS504	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Holly Berry	Aquifoliaceae	Berry	NA	Ilex	Ilex sp.	Holly	NA	NA	#194	a	YHKS_#194	30	Monroe, WA	Emily Baker	TRUE	yHKS504	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS489	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#154	a	YHKS_#154	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS489	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
Washington	yHKS512	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#189	a	YHKS_#189	22	Monroe, WA	Emily Baker	TRUE	yHKS512	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS507	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Plum	Rosaceae	Drupe	NA	Prunus	Prunus mume	Chinese Plum	NA	NA	#184	a	YHKS_#184	22	Monroe, WA	Emily Baker	TRUE	yHKS507	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
Washington	yHRVM97	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Tree	Fungus	Fungus	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	Fungus	NA	10D3	a	YHRVM_10D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM97	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS508	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Seed	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#185	a	YHKS_#185	22	Monroe, WA	Emily Baker	TRUE	yHKS508	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS492	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	b	YHKS_#152	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS492	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
Washington	yHKS511	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#188	a	YHKS_#188	22	Monroe, WA	Emily Baker	TRUE	yHKS511	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS535	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Plum	Rosaceae	Drupe	NA	Prunus	Prunus mume	Chinese Plum	NA	NA	#183	a	YHKS_#183	10	Monroe, WA	Emily Baker	TRUE	yHKS535	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHRVM104	Mrakia gelida	Mrakia	Basidiomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Fruit	Snowberry	Caprifoliaceae	Berry	NA	Symphoricarpos	Symphoricarpos sp.	Snowberry	NA	NA	2D3	b	YHRVM_2D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM104	Mrakia gelida	Basidiomycota	Mrakia	Northwest
Washington	yHKS536	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Seed	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#185	a	YHKS_#185	10	Monroe, WA	Emily Baker	TRUE	yHKS536	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS542	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#192	a	YHKS_#192	10	Monroe, WA	Emily Baker	TRUE	yHKS542	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
Washington	yHKS431	Lachancea thermotolerans	Lachancea	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	#147	a	YHKS_#147	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS431	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
Washington	yHKS506	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Plum	Rosaceae	Drupe	NA	Prunus	Prunus mume	Chinese Plum	NA	NA	#183	a	YHKS_#183	22	Monroe, WA	Emily Baker	TRUE	yHKS506	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS500	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Blackberry	NA	From vine, No mold	#190	b	YHKS_#190	30	Monroe, WA	Emily Baker	TRUE	yHKS500	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Northwest
Washington	yHKS433	Lachancea thermotolerans	Lachancea	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	NA	NA	NA	Moss	NA	#149	a	YHKS_#149	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS433	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
Washington	yHKS540	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Blackberry	NA	From vine, No mold	#190	a	YHKS_#190	10	Monroe, WA	Emily Baker	TRUE	yHKS540	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS518	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#189	a	YHKS_#189	30	Monroe, WA	Emily Baker	TRUE	yHKS518	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHRVM314	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Plant Matter	Sap	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	NA	NA	9D5	a	YHRVM_9D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Quinn Langdon	TRUE	yHRVM314	Candida railenensis	Saccharomycotina	Candida	Northwest
Washington	yHRVM319	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Plant	Plant Matter	Fruit	Salal berry	Ericaceae	Berry	NA	Gaultheria	Gaultheria shallon	Salal	NA	NA	13D5	a	YHRVM_13D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Quinn Langdon	TRUE	yHRVM319	Candida railenensis	Saccharomycotina	Candida	Northwest
Washington	yHKS513	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Blackberry	NA	From vine, No mold	#190	a	YHKS_#190	22	Monroe, WA	Emily Baker	TRUE	yHKS513	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Northwest
Washington	yHKS541	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	Mold	Rubus	Rubus sp.	Blackberry	Mold	NA	#191	a	YHKS_#191	10	Monroe, WA	Emily Baker	TRUE	yHKS541	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS539	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#189	a	YHKS_#189	10	Monroe, WA	Emily Baker	TRUE	yHKS539	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS538	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#187	a	YHKS_#187	10	Monroe, WA	Emily Baker	TRUE	yHKS538	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS519	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#195	a	YHKS_#195	22	Monroe, WA	Emily Baker	TRUE	yHKS519	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS521	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	Mold	Rubus	Rubus sp.	Blackberry	Mold	NA	#191	a	YHKS_#191	22	Monroe, WA	Emily Baker	TRUE	yHKS521	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHRVM103	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Fruit	Snowberry	Caprifoliaceae	Berry	NA	Symphoricarpos	Symphoricarpos sp.	Snowberry	NA	NA	2D3	a	YHRVM_2D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM103	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
Washington	yHKS520	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#193	a	YHKS_#193	22	Monroe, WA	Emily Baker	TRUE	yHKS520	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKB31	Lachancea thermotolerans	Lachancea	Ascomycota	47.860107:-121.98317	47.860107	-121.98317	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	16G	a	YHKB_16G	22	Monroe, WA	NA	TRUE	yHKB31	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
Washington	yHKS524	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#155	a	YHKS_#155	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS524	Candida sake	Saccharomycotina	Candida	Northwest
Washington	yHKS501	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	Mold	Rubus	Rubus sp.	Blackberry	Mold	NA	#191	a	YHKS_#191	30	Monroe, WA	Emily Baker	TRUE	yHKS501	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Northwest
Washington	yHKS488	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Bamboo	NA	NA	#151	a	YHKS_#151	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS488	Candida sake	Saccharomycotina	Candida	Northwest
Washington	yHKS486	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	Moss	NA	#146	a	YHKS_#146	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS486	Candida sake	Saccharomycotina	Candida	Northwest
Washington	yHRVM321	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Fungus	Fungus	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	Fungus	NA	11D5	b	YHRVM_11D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Quinn Langdon	TRUE	yHRVM321	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
Washington	yHKS523	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	a	YHKS_#152	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS523	Candida sake	Saccharomycotina	Candida	Northwest
Washington	yHRVM118	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Fungus	Fungus	Fungus	NA	NA	NA	NA	NA	NA	NA	NA	NA	10D3	a	YHRVM_10D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM118	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS517	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#188	a	YHKS_#188	30	Monroe, WA	Emily Baker	TRUE	yHKS517	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHKS455	Lachancea thermotolerans	Lachancea	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#149	a	YHKS_#149	22	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS455	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
Washington	yHKS502	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#192	a	YHKS_#192	30	Monroe, WA	Emily Baker	TRUE	yHKS502	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
Washington	yHKS468	Candida railenensis	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	a	YHKS_#152	22	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS468	Candida railenensis	Saccharomycotina	Candida	Northwest
Washington	yHKS487	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	Moss	NA	#146	b	YHKS_#146	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS487	Candida sake	Saccharomycotina	Candida	Northwest
Washington	yHRVM122	Candida sake	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Plant Matter	NA	NA	NA	Dead	Equisetum	Equisetum sp.	Horsetail	NA	NA	6D3	a	YHRVM_6D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM122	Candida sake	Saccharomycotina	Candida	Northwest
Washington	yHKS544	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#193	b	YHKS_#193	10	Monroe, WA	Emily Baker	TRUE	yHKS544	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
Washington	yHRVM80	Lachancea thermotolerans	Lachancea	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Plant Matter	NA	NA	NA	Dead	Equisetum	Equisetum sp.	Horsetail	NA	NA	6D3	a	YHRVM_6D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM80	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
Wisconsin	yHKS698	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#232	b	YHKS_#232	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS698	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
